user_id,count_item,sum_price,recommend_percentage
76561198058424536,6,0.0,100.0
76561198058428041,66,184.87,
76561198058429469,140,2006.06,
76561198058431113,13,166.89,
76561198058434569,12,149.93,
76561198058435323,25,235.82,
76561198058435804,62,741.52,
76561198058438484,15,179.88,
76561198058439085,1,19.99,
76561198058441121,176,2506.54,
76561198058442636,15,80.93,100.0
76561198058444896,4,0.0,
76561198058446310,91,1049.37,100.0
76561198058454220,88,934.55,0.0
76561198058455791,47,525.66,0.0
76561198058456895,32,177.9,0.0
76561198058457688,8,84.94999999999999,
76561198058458308,26,230.83999999999997,
76561198058461126,12,14.99,
76561198058461311,2,49.980000000000004,
76561198058463438,1,9.99,
76561198058463719,39,549.75,
76561198058465282,32,249.84,
76561198058470258,81,832.5,
76561198058470460,8,74.95,
76561198058470510,65,346.77,
76561198058473103,260,1951.22,83.33333333333334
76561198058473124,60,506.73,100.0
76561198058473246,138,1522.15,75.0
76561198058473768,59,636.66,100.0
76561198058473959,60,555.67,100.0
76561198058475143,75,1175.54,
76561198058477289,9,24.979999999999997,
76561198058477537,31,529.7,100.0
76561198058479647,7,0.0,100.0
76561198058479913,48,507.68,
76561198058486276,4,0.0,
76561198058487500,36,526.77,50.0
76561198058487988,20,259.88,
76561198058490436,14,164.92,
76561198058495935,92,1547.41,0.0
76561198058496642,92,1498.3899999999999,
76561198058504292,66,182.84,100.0
76561198058507679,82,775.57,100.0
76561198058515847,27,109.94,
76561198058516333,21,169.87,
76561198058516591,3,29.99,
76561198058517789,29,254.83,100.0
76561198058519249,160,2102.8,
76561198058520509,12,39.97,
76561198058522411,73,986.53,
76561198058526866,85,1038.4199999999998,
76561198058531819,9,54.96,
76561198058531933,9,49.96,
76561198058535033,53,729.61,
76561198058535518,126,1649.1699999999998,50.0
76561198058535930,22,264.84,100.0
76561198058536640,77,1013.59,100.0
76561198058536812,114,1546.99,
76561198058538165,194,1784.68,
76561198058539753,109,817.45,66.66666666666666
76561198058546299,217,2946.16,100.0
76561198058547096,62,859.53,50.0
76561198058549305,63,897.62,
76561198058549544,106,1151.29,
76561198058550517,116,1193.24,100.0
76561198058555953,192,2441.48,
76561198058558390,76,785.55,
76561198058558899,4,14.99,
76561198058561260,1,9.99,
76561198058562728,163,2249.83,80.0
76561198058562960,17,80.92,
76561198058563338,69,665.53,
76561198058565407,3,44.98,
76561198058569024,26,335.81,
76561198058569710,31,316.75,
76561198058570014,67,208.85,
76561198058570607,57,592.69,
76561198058571233,202,2293.46,
76561198058571383,38,336.75,
76561198058571834,42,449.73,
76561198058572467,18,204.85999999999999,
76561198058572510,26,331.82,
76561198058573039,70,923.58,
76561198058573793,52,480.78000000000003,100.0
76561198058575754,80,1112.33,100.0
76561198058577675,52,589.65,
76561198058580105,145,1874.8799999999999,
76561198058582135,93,1182.36,
76561198058582598,61,435.77,100.0
76561198058585194,26,359.84,
76561198058587458,5,29.98,
76561198058590116,174,1692.99,
76561198058590329,254,2242.84,
76561198058592720,30,218.8,
76561198058597184,16,190.86999999999998,
76561198058598497,10,34.97,
76561198058598698,14,154.9,
76561198058600419,91,873.52,
76561198058600823,31,402.8,
76561198058600970,1,14.99,
76561198058601752,36,406.71,
76561198058602099,93,744.4699999999999,
76561198058606791,39,54.96,100.0
76561198058607052,2,9.99,
76561198058609237,82,1030.3799999999999,
76561198058610466,2,19.99,
76561198058612424,42,600.6899999999999,100.0
76561198058615470,130,1069.17,66.66666666666666
76561198058616080,81,815.6,100.0
76561198058620249,6,69.96,
76561198058621408,20,164.89,
76561198058621983,8,24.98,
76561198058622563,2,0.0,
76561198058626804,25,345.78,
76561198058629869,81,836.5,
76561198058630845,4,14.99,
76561198058631616,7,26.97,
76561198058631724,25,290.78,
76561198058637047,36,394.79,
76561198058637202,5,30.97,
76561198058637241,4,44.96,
76561198058637351,7,94.94,
76561198058642207,30,334.83,
76561198058644465,108,1425.26,
76561198058646041,22,154.9,100.0
76561198058650367,232,2327.2,100.0
76561198058650973,40,649.6899999999999,
76561198058652437,93,1498.31,
76561198058655430,58,822.53,
76561198058657421,17,210.87,
76561198058657792,43,332.78999999999996,100.0
76561198058659302,31,300.81,
76561198058660975,67,713.56,
76561198058661221,3,15.98,100.0
76561198058673142,1,,
76561198058675426,37,524.66,
76561198058675994,59,289.8,100.0
76561198058679352,2,19.98,
76561198058679409,1,,
76561198058685012,15,94.94,
76561198058685450,1,,
76561198058685723,29,409.78,
76561198058686969,2,14.99,
76561198058687103,22,218.85999999999999,
76561198058689970,4,19.99,
76561198058690669,34,265.84000000000003,
76561198058690716,80,917.39,
76561198058691022,13,122.41999999999999,
76561198058697824,14,81.94,100.0
76561198058703587,4,23.979999999999997,100.0
76561198058706736,20,439.81,
76561198058708679,1,,
76561198058711482,152,1580.14,100.0
76561198058711482,152,1580.14,100.0
76561198058711685,17,259.93,
76561198058713571,43,450.83,
76561198058713642,72,1040.22,
76561198058713745,40,489.76,
76561198058724552,38,471.77,
76561198058726613,17,189.96,
76561198058727529,69,973.4499999999999,100.0
76561198058729022,8,74.96,
76561198058730974,16,319.9,
76561198058731756,12,29.979999999999997,
76561198058735641,3,19.99,
76561198058735974,11,144.92,
76561198058739807,2,0.0,
76561198058739910,3,6.98,
76561198058740996,9,60.93,
76561198058742898,79,881.56,100.0
76561198058743127,24,294.87,
76561198058745336,55,558.73,
76561198058746108,2,19.99,
76561198058746308,146,1368.0,100.0
76561198058747893,20,121.9,
76561198058751654,4,19.99,
76561198058752236,37,364.78999999999996,100.0
76561198058753243,11,79.95,
76561198058753722,107,517.73,
76561198058754545,112,1580.0,0.0
76561198058756710,69,317.78999999999996,
76561198058758701,7,104.95,
76561198058759915,29,302.88,
76561198058760041,33,379.73,87.5
76561198058765718,9,104.94999999999999,
76561198058770316,114,1015.22,
76561198058771045,19,270.87,
76561198058775381,42,384.73,
76561198058777023,47,465.71999999999997,
76561198058777569,33,202.84,
76561198058777763,78,775.61,100.0
76561198058778656,2,0.0,
76561198058781217,6,59.97,
76561198058781808,17,219.88,
76561198058782320,31,259.86,100.0
76561198058783388,4,0.0,
76561198058784699,97,807.36,100.0
76561198058787085,104,1085.35,
76561198058787898,21,97.92999999999999,
76561198058788871,7,54.97,
76561198058789410,38,444.78,100.0
76561198058793901,3,0.0,
76561198058793920,3,29.979999999999997,
76561198058795468,65,597.74,100.0
76561198058796330,22,233.87,
76561198058797140,43,634.73,
76561198058797256,19,204.85999999999999,
76561198058800703,44,306.76,100.0
76561198058802682,14,124.92999999999999,
76561198058803643,121,1661.07,
76561198058804355,42,434.74,
76561198058804831,21,144.9,100.0
76561198058805259,56,622.67,100.0
76561198058805905,99,669.56,
76561198058807350,5,69.97,
76561198058807697,34,245.82999999999998,
76561198058810662,32,132.86,
76561198058812449,126,1958.06,
76561198058812958,39,491.78999999999996,
76561198058815949,22,293.84,
76561198058816342,32,278.83,
76561198058816627,175,1467.01,
76561198058819691,63,927.5799999999999,100.0
76561198058821891,16,119.94,
76561198058822883,21,249.85,
76561198058823135,3,19.99,
76561198058823721,31,154.94,
76561198058825295,17,254.82999999999998,
76561198058826879,91,1065.4,
76561198058833525,64,507.65,
76561198058834236,8,99.94999999999999,
76561198058835649,20,159.91,
76561198058846711,5,44.98,
76561198058847224,13,154.94,
76561198058849132,68,1088.49,
76561198058852567,10,130.94,
76561198058856167,77,699.63,
76561198058858525,118,922.26,100.0
76561198058865510,31,354.76,
76561198058865870,41,342.78000000000003,
76561198058866025,82,890.52,
76561198058867382,42,438.65999999999997,
76561198058867599,59,696.61,
76561198058868190,18,104.92,100.0
76561198058872726,12,114.92999999999999,100.0
76561198058875017,17,254.85999999999999,
76561198058876366,79,1124.33,
76561198058878414,20,39.98,
76561198058892496,73,1058.3799999999999,
76561198058892591,7,0.99,100.0
76561198058892911,176,2214.73,50.0
76561198058893933,29,468.77,
76561198058894990,114,1017.36,100.0
76561198058898473,13,59.94,
76561198058899165,7,74.95,
76561198058899797,44,433.72999999999996,
76561198058901001,14,184.92000000000002,
76561198058904881,134,1460.28,100.0
76561198058905126,10,129.92,
76561198058907115,67,566.6899999999999,
76561198058912511,55,664.68,75.0
76561198058913415,32,466.78,
76561198058917584,132,1884.99,
76561198058919153,212,2059.7599999999998,100.0
76561198058921048,29,239.84,
76561198058922218,39,325.77,
76561198058923915,17,69.97,
76561198058924563,100,1408.19,
76561198058927850,158,1325.67,100.0
76561198058928498,49,409.71999999999997,100.0
76561198058929393,49,424.79,
76561198058930114,56,647.5799999999999,
76561198058933441,116,914.58,
76561198058936112,32,385.77,
76561198058936145,2,0.0,
76561198058936625,73,1085.48,
76561198058937153,14,19.99,
76561198058939057,79,998.39,
76561198058940476,39,509.82,
76561198058943229,3,9.99,
76561198058945401,60,874.5799999999999,
76561198058945946,27,306.83,
76561198058948596,20,233.88,0.0
76561198058951686,39,229.9,
76561198058952524,72,884.5699999999999,
76561198058953984,6,49.96,
76561198058955764,64,352.69,
76561198058959249,11,85.94,100.0
76561198058959788,56,548.58,
76561198058964311,23,324.85,
76561198058965353,100,1289.32,
76561198058966542,12,74.98,
76561198058968069,33,185.88,
76561198058970583,9,79.97999999999999,
76561198058970610,66,632.66,100.0
76561198058972207,86,409.72,
76561198058972456,167,1989.74,50.0
76561198058974535,3,14.99,
76561198058974541,17,130.88,100.0
76561198058980710,14,159.9,
76561198058980770,38,241.82999999999998,
76561198058981258,27,298.84000000000003,
76561198058986136,33,232.85,
76561198058986389,104,966.47,
76561198058988516,8,74.95,
76561198058988942,180,1067.69,100.0
76561198058989485,60,952.65,100.0
76561198058992116,78,467.71999999999997,
76561198058992680,2,19.99,
76561198058993456,23,137.91,
76561198058997326,188,1914.73,
76561198058999697,36,435.76,
76561198059003890,40,270.83,100.0
76561198059005095,119,1219.25,
76561198059006042,3,49.97,
76561198059013979,58,315.77,100.0
76561198059014191,121,1580.25,100.0
76561198059016372,43,537.72,
76561198059016424,57,852.63,
76561198059017416,37,705.68,
76561198059020961,58,730.0899999999999,40.0
76561198059024772,62,711.65,
76561198059025436,10,34.98,
76561198059025453,5,4.99,
76561198059027017,13,124.96000000000001,
76561198059028321,208,2547.5299999999997,
76561198059028414,37,384.85,
76561198059031619,10,84.96000000000001,
76561198059035386,6,19.99,
76561198059036010,52,702.63,
76561198059047246,4,0.0,
76561198059047983,5,49.97,
76561198059048606,36,437.28,
76561198059049182,28,325.78,
76561198059049662,118,1004.1899999999999,
76561198059050481,9,70.93,
76561198059051888,107,915.29,100.0
76561198059052337,54,363.68,100.0
76561198059052448,78,1059.43,
76561198059053897,4,9.99,
76561198059054285,52,696.6,
76561198059055293,48,642.67,100.0
76561198059056930,4,0.0,
76561198059058928,1,9.99,
76561198059059476,10,0.0,
76561198059060556,15,59.96,
76561198059065748,3,9.99,
76561198059069153,3,39.98,
76561198059070449,86,1216.3999999999999,83.33333333333334
76561198059073589,36,399.78,
76561198059075901,3,39.98,
76561198059076719,25,154.93,
76561198059076879,41,448.75,
76561198059078122,86,766.39,
76561198059079075,16,144.91,
76561198059079795,30,385.8,
76561198059080071,2,19.99,
76561198059082802,8,84.92999999999999,
76561198059087495,9,29.979999999999997,
76561198059087505,5,64.96,
76561198059088384,65,560.61,100.0
76561198059092679,60,604.52,
76561198059096290,4,0.0,
76561198059098764,18,142.9,
76561198059100664,61,186.88,
76561198059103220,2,,
76561198059103891,20,279.88,
76561198059106314,36,441.77,
76561198059106614,46,205.84,
76561198059107593,27,234.85,
76561198059107861,334,3619.6,
76561198059109180,83,944.34,100.0
76561198059113058,77,785.42,100.0
76561198059114998,59,250.77,
76561198059117996,29,356.83,
76561198059120081,25,125.92999999999999,
76561198059122439,21,223.82999999999998,
76561198059122760,2,0.0,
76561198059129295,22,169.89,
76561198059132464,36,295.74,100.0
76561198059138340,36,269.86,0.0
76561198059142812,14,46.95,
76561198059144568,85,832.62,
76561198059146242,39,583.7,
76561198059146412,4,24.98,
76561198059146752,12,57.96,
76561198059149878,34,475.81,
76561198059150850,36,472.71,
76561198059151195,3,0.0,
76561198059153144,4,29.98,
76561198059155415,7,14.99,
76561198059155764,17,266.86,
76561198059157917,137,1219.2,
76561198059159791,12,24.98,
76561198059162347,38,249.84,
76561198059162959,140,1548.1299999999999,100.0
76561198059164115,27,214.88,
76561198059165066,70,676.49,
76561198059165659,37,362.74,
76561198059166102,133,1097.49,100.0
76561198059167106,66,405.62,100.0
76561198059167447,219,2756.41,100.0
76561198059167838,30,260.82,
76561198059170773,46,72.93,100.0
76561198059170935,8,19.98,
76561198059174254,111,1287.3,
76561198059179823,46,580.6999999999999,
76561198059180662,41,571.7,
76561198059181442,14,235.85,
76561198059181443,2,19.99,
76561198059181544,6,74.94,
76561198059183428,61,568.61,
76561198059186896,54,492.82,100.0
76561198059187930,178,687.99,100.0
76561198059199811,1,9.99,
76561198059201575,70,744.6,100.0
76561198059202336,34,129.91,
76561198059207548,3,24.98,
76561198059208570,3,0.0,
76561198059212657,14,135.88,
76561198059215442,6,64.95,
76561198059225055,1,14.99,
76561198059225753,22,243.82999999999998,
76561198059227522,65,475.63,
76561198059230318,108,1090.2,
76561198059230493,29,299.81,
76561198059231416,2,0.0,
76561198059232168,114,1648.1299999999999,100.0
76561198059232664,42,434.72999999999996,
76561198059235174,4,19.99,
76561198059235667,44,164.93,
76561198059238000,36,476.72999999999996,
76561198059241716,79,78.94,75.0
76561198059243134,65,54.97,100.0
76561198059244465,21,252.86,
76561198059251008,12,59.96,
76561198059251436,55,216.82999999999998,
76561198059251568,87,1049.8799999999999,100.0
76561198059254117,5,19.99,
76561198059257611,62,896.4599999999999,
76561198059257958,33,262.77,100.0
76561198059259810,21,164.88,
76561198059260834,66,806.52,
76561198059261208,71,766.46,
76561198059261781,45,359.81,
76561198059262186,6,79.98,
76561198059262328,1,0.0,
76561198059263845,5,0.0,
76561198059267843,15,39.98,
76561198059271374,87,808.52,100.0
76561198059271524,7,27.97,
76561198059272455,62,228.8,100.0
76561198059279530,100,878.48,
76561198059280163,22,115.91999999999999,
76561198059280196,68,881.56,
76561198059282552,7,84.94999999999999,
76561198059282998,2,0.0,
76561198059283810,73,578.47,
76561198059284279,2,34.98,
76561198059284546,28,364.86,
76561198059286499,107,1297.18,100.0
76561198059289732,114,1519.25,
76561198059292839,4,44.97,
76561198059294520,37,541.71,100.0
76561198059297514,60,659.62,
76561198059298985,98,525.67,85.71428571428571
76561198059301330,48,542.71,80.0
76561198059302821,39,314.82,
76561198059303259,20,198.85999999999999,
76561198059311033,31,260.81,
76561198059311950,48,422.79,
76561198059314972,9,94.92999999999999,
76561198059316894,43,542.75,
76561198059318465,37,302.74,
76561198059318725,115,1489.22,100.0
76561198059320102,54,632.62,
76561198059320385,34,164.89999999999998,
76561198059322078,4,9.99,
76561198059322319,7,0.0,
76561198059323198,15,242.87,
76561198059323361,103,1121.29,100.0
76561198059323447,29,469.71999999999997,50.0
76561198059327458,3,9.99,
76561198059330765,12,107.92999999999999,
76561198059330972,62,560.57,100.0
76561198059333093,21,159.9,
76561198059333626,14,184.92000000000002,
76561198059334383,12,2.99,
76561198059336031,45,429.76,100.0
76561198059338737,13,48.95,
76561198059341281,92,794.51,
76561198059341534,7,69.96,
76561198059341978,46,445.71,
76561198059343411,62,770.46,
76561198059344596,8,74.96,
76561198059347479,75,969.37,
76561198059349873,25,89.94999999999999,
76561198059355861,1,9.99,
76561198059355963,82,923.37,
76561198059356262,30,281.76,
76561198059356666,4,19.99,
76561198059357614,24,109.92999999999999,
76561198059360034,4,19.98,
76561198059360370,100,1141.26,100.0
76561198059362944,28,161.82,
76561198059364787,34,422.75,
76561198059366714,199,1954.16,75.0
76561198059367116,16,101.92,100.0
76561198059367751,22,185.87,
76561198059368207,80,877.47,
76561198059369293,20,119.92,
76561198059369598,5,79.97,
76561198059370232,9,164.91,
76561198059371369,6,0.0,
76561198059372017,40,264.87,100.0
76561198059373059,74,1081.51,
76561198059376913,138,1183.24,
76561198059377465,101,970.3199999999999,
76561198059379822,33,89.94999999999999,
76561198059380288,135,1277.98,
76561198059380352,8,49.97,
76561198059380637,64,896.49,
76561198059380902,15,129.92,
76561198059382872,107,1465.03,100.0
76561198059383306,25,139.9,
76561198059385301,34,139.92,
76561198059388718,39,389.8,
76561198059388905,8,79.95,
76561198059388924,19,64.95,100.0
76561198059389681,69,751.62,
76561198059389948,62,572.74,
76561198059389949,16,266.87,
76561198059391004,30,289.87,
76561198059391736,109,1583.09,100.0
76561198059396416,14,84.94,
76561198059398023,3,19.98,
76561198059399494,7,99.97,
76561198059399607,73,815.5,50.0
76561198059400358,28,304.84,
76561198059400831,31,239.9,
76561198059403017,25,244.88,
76561198059406203,116,1196.3,100.0
76561198059407719,37,313.81,
76561198059408424,28,270.8,
76561198059411271,37,327.7,100.0
76561198059411804,84,1102.35,
76561198059414776,13,129.93,
76561198059415707,29,374.77,
76561198059419680,61,382.72,100.0
76561198059419867,20,144.91,
76561198059420001,10,4.99,
76561198059425800,19,149.93,
76561198059428176,2,19.99,
76561198059428363,76,681.5699999999999,
76561198059430157,15,180.9,
76561198059431023,35,354.78,
76561198059432403,99,1259.27,
76561198059436489,123,1398.11,
76561198059436606,5,9.99,
76561198059437216,5,39.97,
76561198059439080,27,270.78999999999996,
76561198059442985,30,329.78999999999996,
76561198059443633,1,,
76561198059443777,46,440.82,
76561198059444542,1,,
76561198059446993,10,24.98,
76561198059450815,31,185.85,100.0
76561198059451329,22,210.82,100.0
76561198059452264,33,501.77,
76561198059453254,19,200.85,
76561198059454782,7,50.94,
76561198059454892,1,,
76561198059455136,49,279.82,100.0
76561198059457068,67,442.66,100.0
76561198059463232,93,978.31,
76561198059466254,22,199.9,
76561198059468403,56,541.58,100.0
76561198059484489,38,400.74,
76561198059484938,85,1201.3799999999999,
76561198059486412,339,4239.17,100.0
76561198059487098,101,950.38,100.0
76561198059487175,1,9.99,
76561198059491411,159,2057.71,
76561198059492226,1,0.0,
76561198059494045,80,823.58,
76561198059495101,2,0.0,
76561198059496770,56,311.79,100.0
76561198059497024,153,1906.9299999999998,
76561198059498298,4,0.0,
76561198059499974,17,119.91,
76561198059500982,9,94.97,
76561198059501863,116,1318.74,100.0
76561198059503397,5,39.98,
76561198059503703,20,39.97,
76561198059507966,8,21.97,
76561198059509522,11,59.95,
76561198059510223,7,0.0,
76561198059511869,58,478.75,
76561198059511962,9,39.96,
76561198059515229,17,93.91,
76561198059516028,39,455.71999999999997,
76561198059518468,6,29.98,
76561198059520154,39,499.81,
76561198059520982,116,1197.3,
76561198059529943,6,29.979999999999997,
76561198059530580,42,378.77,
76561198059530687,146,1919.85,100.0
76561198059530785,1,,
76561198059531031,1,14.99,
76561198059532033,67,887.43,
76561198059532052,47,99.92999999999999,
76561198059532522,8,56.959999999999994,
76561198059532976,7,44.97,
76561198059533968,100,1147.49,100.0
76561198059536225,349,2849.52,100.0
76561198059539366,4,19.99,
76561198059540168,41,544.79,100.0
76561198059542861,11,14.99,100.0
76561198059543285,13,121.89999999999999,
76561198059545517,21,204.88,
76561198059549189,39,437.65,
76561198059551935,40,554.78,
76561198059554210,63,631.62,
76561198059555148,29,94.92999999999999,100.0
76561198059555651,2,9.99,
76561198059560580,1,9.99,
76561198059561486,6,59.96,
76561198059566639,121,990.4399999999999,
76561198059569720,126,1721.2,
76561198059572487,10,14.99,100.0
76561198059575326,10,139.95,
76561198059576463,98,979.35,0.0
76561198059576557,87,517.6800000000001,100.0
76561198059577320,7,0.0,
76561198059579366,23,145.9,62.5
76561198059584051,71,789.61,
76561198059584657,77,731.43,
76561198059584945,41,690.68,0.0
76561198059589372,64,554.64,
76561198059589725,97,791.47,100.0
76561198059590942,32,419.77,
76561198059594979,10,93.92999999999999,100.0
76561198059597735,3,64.97,
76561198059602670,54,623.6,
76561198059602673,9,9.99,
76561198059603403,105,457.74,
76561198059603669,73,717.42,100.0
76561198059603727,44,720.61,
76561198059605082,30,279.82,
76561198059605121,11,34.98,
76561198059607448,7,9.99,
76561198059609375,74,385.78,0.0
76561198059610959,5,19.99,
76561198059611160,49,429.7,
76561198059611258,4,44.97,
76561198059611300,13,229.93,
76561198059611702,176,2025.67,
76561198059611709,154,1196.1499999999999,100.0
76561198059615734,10,159.88,
76561198059616260,48,620.6,
76561198059616850,21,194.9,
76561198059617580,6,59.95,100.0
76561198059622026,10,84.97,
76561198059622971,131,500.69,0.0
76561198059623087,54,721.59,
76561198059625927,2,39.99,
76561198059628972,75,779.54,100.0
76561198059631701,107,940.34,100.0
76561198059631745,54,410.71,100.0
76561198059634068,7,29.98,
76561198059637978,115,1336.34,
76561198059639562,69,523.65,
76561198059640010,27,327.85,
76561198059640203,14,99.92,100.0
76561198059640748,151,2008.78,66.66666666666666
76561198059640785,39,187.81,
76561198059641230,62,791.5699999999999,100.0
76561198059642123,70,896.52,
76561198059644607,36,199.82,
76561198059645579,4,19.99,
76561198059649393,26,89.94999999999999,
76561198059651931,56,639.63,
76561198059652172,190,2752.5099999999998,
76561198059653682,232,3280.12,100.0
76561198059653682,232,3280.12,100.0
76561198059654080,97,398.67,100.0
76561198059654350,8,93.93,
76561198059656232,5,0.0,
76561198059657508,75,1037.44,100.0
76561198059662196,3,29.979999999999997,
76561198059663232,1,,
76561198059663691,15,365.82,
76561198059664260,32,39.98,
76561198059664860,93,861.5,
76561198059667198,21,177.85999999999999,
76561198059669934,5,114.92,
76561198059670673,1,9.99,
76561198059670781,42,124.91,
76561198059674188,20,149.9,
76561198059674541,11,36.96,
76561198059675541,47,464.66,
76561198059679568,37,199.83,100.0
76561198059683217,31,363.77,
76561198059683629,4,0.0,
76561198059684074,26,141.89,
76561198059685385,71,1125.44,
76561198059685925,7,50.94,
76561198059687797,6,58.95,
76561198059688297,23,129.96,
76561198059689053,3,19.98,
76561198059689405,11,74.95,
76561198059691166,84,899.43,
76561198059691334,4,29.97,
76561198059693619,68,409.82,
76561198059696705,41,205.85,
76561198059697443,41,388.69,
76561198059698577,6,89.94999999999999,
76561198059699103,65,483.71999999999997,100.0
76561198059699169,51,567.66,
76561198059699792,80,850.62,
76561198059700484,9,84.94999999999999,
76561198059700574,49,597.66,
76561198059701187,11,67.95,
76561198059701847,9,74.95,
76561198059701911,49,476.71999999999997,
76561198059706108,31,260.79999999999995,
76561198059709893,227,3398.17,
76561198059710521,9,0.0,100.0
76561198059711106,51,501.65,
76561198059711556,79,647.58,100.0
76561198059711677,54,700.6,50.0
76561198059713319,38,309.78999999999996,
76561198059715303,92,886.4399999999999,
76561198059717482,61,500.68,
76561198059718900,169,740.54,
76561198059719724,3,19.99,
76561198059720142,27,59.96,
76561198059720238,17,204.87,
76561198059722327,19,39.98,
76561198059724336,1,,
76561198059724889,45,359.81,
76561198059726229,11,87.94999999999999,100.0
76561198059726311,12,249.89,
76561198059726812,1,24.99,
76561198059728357,3,44.97,
76561198059730204,100,239.9,
76561198059732519,24,273.84,
76561198059732546,42,79.95,
76561198059733256,27,351.8,
76561198059733355,29,348.75,
76561198059733384,10,19.99,
76561198059734284,113,1578.1499999999999,100.0
76561198059734816,7,34.980000000000004,
76561198059735423,5,19.99,
76561198059736433,61,1013.61,
76561198059737487,70,878.42,
76561198059738468,118,293.26,
76561198059739464,41,510.73,
76561198059739625,14,94.94,
76561198059741764,2,0.0,
76561198059743109,5,9.99,100.0
76561198059743172,12,100.9,
76561198059743525,140,1899.95,100.0
76561198059744428,11,99.94,
76561198059744758,3,0.0,
76561198059745541,24,139.91,
76561198059746249,12,169.94,
76561198059746378,45,242.74,
76561198059746746,3,19.99,
76561198059748528,110,1139.14,
76561198059749148,48,509.65,100.0
76561198059749431,56,728.52,
76561198059753818,41,476.78999999999996,
76561198059755420,9,118.94,
76561198059755685,98,814.46,66.66666666666666
76561198059755994,3,29.979999999999997,
76561198059759137,13,269.89,
76561198059760620,5,19.99,
76561198059761853,10,89.95,
76561198059769140,22,329.83,
76561198059770259,13,185.89,
76561198059772300,8,160.91,
76561198059776775,37,292.84,
76561198059776900,16,237.91,
76561198059777628,22,119.91,
76561198059779473,33,383.25,
76561198059783763,45,59.97,
76561198059783767,204,905.84,0.0
76561198059787038,3,29.98,
76561198059789255,179,2265.06,100.0
76561198059789833,26,94.93,
76561198059795226,83,696.5799999999999,
76561198059795555,9,235.86,
76561198059795683,1,,
76561198059797435,78,725.53,33.33333333333333
76561198059798596,22,299.81,
76561198059799136,23,296.79,
76561198059800422,5,44.97,
76561198059800675,22,149.91,
76561198059805282,10,79.94999999999999,
76561198059806640,11,109.93,
76561198059808055,4,39.97,
76561198059808061,69,540.63,75.0
76561198059813993,108,802.52,
76561198059817358,165,1673.95,100.0
76561198059817616,16,129.9,
76561198059818580,95,591.59,
76561198059818761,38,559.73,100.0
76561198059821414,36,409.75,
76561198059826872,2,0.0,
76561198059827114,2,0.0,
76561198059829406,41,519.6899999999999,
76561198059829512,72,485.6,100.0
76561198059830258,109,1411.2,100.0
76561198059831638,49,469.77,
76561198059841909,2,19.99,66.66666666666666
76561198059842106,12,104.91,
76561198059845202,54,563.7,
76561198059849113,17,114.92,100.0
76561198059850084,82,29.99,
76561198059854102,54,722.68,
76561198059856143,38,393.74,
76561198059856165,39,468.73,100.0
76561198059857237,16,86.94,
76561198059862761,79,740.53,
76561198059863160,13,184.89,
76561198059864241,11,94.93,
76561198059864382,13,170.89,
76561198059865237,125,1323.26,66.66666666666666
76561198059865927,59,604.73,100.0
76561198059866467,209,1830.84,100.0
76561198059867666,10,41.97,100.0
76561198059868195,25,309.85999999999996,
76561198059868615,3,34.97,
76561198059870308,21,95.89,100.0
76561198059874185,85,999.46,100.0
76561198059874904,47,400.7,
76561198059876408,6,64.96000000000001,
76561198059876626,31,497.78999999999996,100.0
76561198059879783,8,79.97,
76561198059882112,42,239.84,
76561198059888844,20,294.86,
76561198059889987,39,369.81,
76561198059891232,127,1161.3999999999999,100.0
76561198059893428,22,370.81,
76561198059896401,100,511.66999999999996,100.0
76561198059896752,13,79.94,
76561198059897383,150,1897.74,100.0
76561198059899740,45,473.72999999999996,100.0
76561198059900009,81,617.6999999999999,
76561198059900532,88,932.33,
76561198059901197,20,259.83,
76561198059902421,41,200.82999999999998,
76561198059902579,4,0.0,
76561198059902957,31,360.82,100.0
76561198059903238,25,31.96,
76561198059905760,46,759.67,
76561198059907954,110,831.53,
76561198059908083,8,67.96,
76561198059912962,81,1039.4,
76561198059915307,1,,
76561198059918386,494,5142.18,100.0
76561198059920635,22,114.91,
76561198059923613,53,685.68,
76561198059924881,95,997.37,
76561198059927915,36,614.76,0.0
76561198059935046,75,832.55,
76561198059937086,1,19.99,
76561198059940001,110,1049.48,
76561198059942914,1,,
76561198059943181,98,856.55,66.66666666666666
76561198059943583,8,64.98,
76561198059944303,38,464.7,
76561198059947181,67,493.69,
76561198059948033,12,139.9,
76561198059948130,77,518.72,
76561198059950511,25,172.92,
76561198059952306,41,509.78,
76561198059955129,19,49.96,100.0
76561198059955191,70,566.63,
76561198059957016,5,89.96,
76561198059963566,187,1885.6,100.0
76561198059966080,2,19.98,
76561198059968199,5,44.97,
76561198059969798,170,1938.6599999999999,100.0
76561198059969805,17,374.73999999999995,
76561198059973120,2,7.99,
76561198059976332,43,388.65999999999997,
76561198059976813,23,304.83,
76561198059977575,191,2643.52,100.0
76561198059978763,5,9.99,
76561198059979702,59,603.54,
76561198059980432,19,189.89999999999998,
76561198059981029,1,,
76561198059981483,40,249.82999999999998,100.0
76561198059983240,44,414.78,75.0
76561198059985139,25,264.84,
76561198059985823,38,232.82999999999998,100.0
76561198059987516,4,34.98,
76561198059988920,23,294.87,
76561198059989136,1,9.99,
76561198059989388,26,214.84,100.0
76561198059989645,5,34.98,
76561198059990081,38,701.62,87.5
76561198059990504,23,196.9,
76561198059994333,31,224.87,
