user_id,recommend_percentage
FemBoy1998-AU,0.0
76561198057540371,50.0
Flashfennec,100.0
AzzCat95,100.0
FestiveDuckGaming,100.0
ITS-A-FIDO,100.0
FieryWolf29,66.66666666666666
FiggidyJiggidy,100.0
76561198059849113,100.0
76561198093816684,100.0
76561198079316104,100.0
76561198090110632,100.0
thisisTAYZ,100.0
76561198078144206,100.0
Findoogle,100.0
Nightmare3456,100.0
finnix17,100.0
killthewildlife,100.0
FireBathz,100.0
76561198079354308,100.0
76561198059743525,100.0
76561198012424984,0.0
FireHalo,100.0
76561198064195918,100.0
firestarter2001,100.0
firnin_hanks,100.0
mfsdb,0.0
76561198075473858,100.0
76561198049028241,100.0
bails121,100.0
FEEEEESH,100.0
unaffected,100.0
76561198071559369,100.0
fissuretf2,100.0
76561198086945652,100.0
76561198032750680,100.0
wackytobaccy,75.0
FlameOfNagashi,100.0
flamesnz,100.0
FlandersRJ,100.0
FlappyPants,100.0
Flatesprofile,100.0
pancakesss,80.0
flechertel,0.0
76561198028154730,100.0
76561198034942053,100.0
flix141,100.0
Connorispurple,100.0
Connorispurple,100.0
FloppyMop,100.0
76561198061775209,100.0
JimmyNaar,100.0
76561198024527983,100.0
FlutterBrave,83.33333333333334
76561198046418559,50.0
heetesh,100.0
76561198088743596,100.0
76561198055135811,100.0
foe99FTW,100.0
fhmmr,100.0
76561198069934081,100.0
76561198147471031,83.33333333333334
vietsupercar,100.0
76561198027084051,66.66666666666666
76561197981425218,66.66666666666666
PepperMinty,100.0
eggheads,100.0
76561198110959352,100.0
Forevertorpid,100.0
jarrodnolan,0.0
76561197999075044,100.0
szinc,100.0
76561198092054106,100.0
forumjoe,100.0
76561198087142327,100.0
76561198116801566,0.0
76561198059167447,100.0
76561198065054063,100.0
76561198053170819,0.0
76561198074244100,100.0
podeirladenunciar,85.71428571428571
SqrRoot1,100.0
FRANK00010,100.0
76561198059271374,100.0
76561198091199302,100.0
gdy3120,100.0
76561198041589240,50.0
76561198045932885,100.0
113595,100.0
fredericktb,100.0
76561198071717735,100.0
76561198068890475,50.0
beautifulgu00d,25.0
Freefyre,100.0
fraserj,100.0
76561198089576595,100.0
434238948,100.0
limlolhao,100.0
BloodNihilist,100.0
76561198067805986,80.0
tutthetwo,100.0
76561198085097560,100.0
frikcha,87.5
Frizick,100.0
astrophysicsblackguy,100.0
Gun_p0wder,100.0
thefrog,100.0
Ni7rogen,100.0
Frogpro007,60.0
joex10,100.0
DezDarkshard,100.0
Froppz,75.0
FrostieDaFurry,100.0
FrostyBlizzard,50.0
FrostyBlizzard,50.0
76561198188011631,75.0
FRSH_MEXICAN,100.0
Thegreatboxbox,100.0
HNSNGIRAFFE,100.0
jj_teh_jetplane,100.0
ghostday,100.0
Sickunt123,100.0
venbeer,66.66666666666666
Aclol0107,100.0
76561198015904026,100.0
76561198045524996,0.0
InwPaiyouknow,60.0
76561198052497676,100.0
serafiki,77.77777777777779
fummywumkins,28.57142857142857
76561198067106876,100.0
Imascatman,60.0
76561198047823134,100.0
funnysuntadm,100.0
FURYZ619,100.0
76561198053195906,100.0
76561198082699893,100.0
Hikofuyu,0.0
76561198057416678,100.0
fuzzi99,100.0
76561198058535518,50.0
xenial,100.0
76561198172234061,100.0
Celerius,100.0
banksyyo,70.0
76561198010653835,57.14285714285714
76561198084132579,100.0
76561198072930493,83.33333333333334
76561198059241716,75.0
76561198064006861,100.0
GabrielTeo,50.0
gabbler123,88.88888888888889
drilljose,100.0
76561198067791616,75.0
pancakes37,100.0
76561198084533872,0.0
76561198048492223,100.0
Galactics,100.0
76561198007914001,100.0
gamerexq,100.0
76561198032459795,100.0
Gamester101,100.0
76561198152535010,83.33333333333334
RMOS,100.0
76561198046061239,100.0
76561198067309171,70.0
76561198074937351,100.0
deleteme14,100.0
Gatsukama,100.0
PresidentialHomo,100.0
Gazza9900,100.0
reijimate,55.55555555555556
76561198022149086,88.88888888888889
adrianhogan,100.0
OneandOnlySwagKing,100.0
gedehamsen08,100.0
76561198036950468,100.0
Gee3332,100.0
godberry,66.66666666666666
shumting,100.0
fakesmg4,42.857142857142854
generalbutface,100.0
HourlyCookie,100.0
76561198001508595,100.0
cheeley,100.0
geodoomcraft,100.0
geoskio,100.0
76561198086545438,0.0
76561198049424642,50.0
76561198046976160,100.0
GEORGEOUSCZ,100.0
76561198134334226,100.0
76561198062915082,100.0
xXGeronimo,100.0
76561198067914627,87.5
76561198085432440,100.0
9k42c60d,87.5
76561198051582488,100.0
76561198135174028,100.0
76561198073209907,100.0
regalgjblue,33.33333333333333
76561198079463900,100.0
tjwellman,100.0
jon4hh,100.0
76561198072365224,100.0
76561198080302623,57.14285714285714
thekangacommando,100.0
76561198020361485,100.0
Gigs44,100.0
chillio,100.0
76561198049946995,100.0
ginger_ginger,66.66666666666666
76561198089355998,100.0
Joshooaa,0.0
76561198081717091,100.0
123232343432555686888554456555,100.0
The_GLaDOS_Gamer,100.0
GLADTOHELP,100.0
Smiley_Riley02,100.0
76561198065212900,100.0
76561198069082998,0.0
buddy2k6,100.0
76561198092989777,100.0
gmaster5510,100.0
76561198031693155,100.0
ratgnomekingkeem,77.77777777777779
skylordjosh,100.0
adenkennelly,100.0
gohardinthebrown,0.0
76561198057307730,100.0
76561198065695402,100.0
Jellyyfishy,100.0
76561198052489047,100.0
76561198061021230,50.0
76561198061021230,50.0
fookaijun32,50.0
76561198104750935,100.0
76561198070621937,100.0
76561198083801480,100.0
76561198079641567,100.0
Khaooschannel,100.0
DarkDwaler,66.66666666666666
azza213,100.0
saturnyplace,50.0
lividos,100.0
76561198085686437,100.0
76561198048230501,100.0
76561198083941171,100.0
76561198042535860,100.0
76561198050452751,33.33333333333333
76561198080070794,100.0
76561198089724894,100.0
halofan360,100.0
76561198103433951,100.0
dapperlook,100.0
76561198131417376,100.0
76561198075435799,100.0
76561198054691172,100.0
foxlets,100.0
goose01,100.0
76561198057453677,100.0
76561198077294556,100.0
theghostofbowie,100.0
76561198057970914,80.0
ebil6177,100.0
76561198074508314,50.0
76561198091081910,0.0
Vyndoril,100.0
chamith,100.0
WaddleDaisy,100.0
Rotomaniac,50.0
SIEGHEILGRAMMAR,66.66666666666666
lachlan321,100.0
76561198069992668,100.0
76561197977470391,100.0
farquadspenis,66.66666666666666
grasp544,100.0
gravalteration,100.0
tom1rox,100.0
OATTT,100.0
76561198032836473,100.0
123456789874561232145678,100.0
76561198079651012,100.0
greenfuzzie23,100.0
76561198120774355,100.0
76561198098920303,100.0
76561198100094390,100.0
grim1928,100.0
gru69,100.0
76561198065084226,100.0
aceshot5,100.0
76561197997860947,100.0
76561197991992793,0.0
76561198022915154,100.0
Grimsolo,100.0
76561198073846178,0.0
Veelee,0.0
groggubus,100.0
76561198085780775,0.0
76561198072465460,100.0
76561198078595101,100.0
76561198034671342,100.0
imsodonionringsrightnow,80.0
76561197993705839,100.0
Sir_Incognito,50.0
76561198060502143,100.0
Terenator,100.0
GAKMAKMAK,100.0
76561198076519474,100.0
GUN5_0N_WH33L5,100.0
Playerize,50.0
Kurtz70,100.0
GuruHumdyMumdy,100.0
angusstew,100.0
76561198064858128,0.0
76561198009887832,100.0
hmphhh,57.14285714285714
Thuum,100.0
76561198067007251,100.0
howwecanwinifjustwaitingmate,0.0
76561198028773588,100.0
GyROsc0peD,0.0
76561198047486142,100.0
76561198050546597,100.0
Habbalicous,100.0
4545451111,100.0
76561198059622971,0.0
opopoopo,100.0
strumfreak,57.14285714285714
hakimaro,100.0
76561198096921300,100.0
Halfnakedsoldier99,100.0
Halistrogue,100.0
117arbiter,100.0
76561198007575596,100.0
76561198112280759,100.0
IamSytrix,75.0
76561198198021682,100.0
DarkZeroZ,100.0
Cakeopan,100.0
Hango115,100.0
76561198062092163,50.0
76561198027750275,100.0
ejthesnakehunter,100.0
76561198057263232,50.0
tresneaky,75.0
76561198077260594,100.0
76561198004924076,100.0
76561198054607863,100.0
magnetsbitch,100.0
Leafthefur,75.0
fmtpp,100.0
76561198061502870,100.0
xXDeadSkullXx,0.0
CUSTOM666,71.42857142857143
dontreee,0.0
76561198104428121,100.0
pingu4life,0.0
loki713,100.0
xxbleachedxx,100.0
Harley-the-Hyena,100.0
SnowDeLaMeme,66.66666666666666
harrym8,100.0
Hashy2010,100.0
zevlupine,100.0
76561198058405866,50.0
havocscrib,100.0
76561198077102914,75.0
Hayjack,50.0
76561198121261684,100.0
Brennan2036,100.0
H4ZEY,100.0
reiak,100.0
76561198069789227,100.0
12398uf8jg21390,100.0
Headset365,75.0
76561198008021472,100.0
76561198044032335,100.0
76561198044032335,100.0
76561198057623952,50.0
ZeMadScientist,83.33333333333334
76561197991827492,100.0
76561198052786944,100.0
76561198194758422,100.0
76561198058562728,80.0
7656119812962294,50.0
76561198034089533,100.0
76561198077664247,100.0
76561198077869373,100.0
76561198049670992,100.0
matsProfile,100.0
76561198074278130,100.0
plebatron,100.0
HENRYYA,100.0
76561198058230663,75.0
76561198065370307,100.0
umicornbl,100.0
HeraldTimes,100.0
76561198077261748,100.0
SaladsByAinsley,100.0
heroash20,100.0
957528123,100.0
76561198096562087,100.0
76561197995484188,100.0
HeroKasperZ,100.0
HammerTheGodOfWar,62.5
bananaman69,100.0
76561198073894906,100.0
HerperDeDerper,100.0
76561198076203442,100.0
76561198045953692,100.0
Hexeus,100.0
eyrie43,100.0
76561198115678004,100.0
76561198026783871,100.0
hglo,100.0
jeffycakes,100.0
Outsider,80.0
18228272828,100.0
Caeso,50.0
hipachi,100.0
76561198049268247,100.0
76561198033884763,0.0
76561198038038186,100.0
toshji,100.0
uscarrierenterprise,100.0
Jenfy,100.0
mrawesome99128,50.0
76561198053843099,100.0
76561198053617943,100.0
76561198005778772,100.0
76561198085881404,100.0
holgast,100.0
holastickboy,50.0
holty07,100.0
CorraNinetySix,100.0
76561198061557762,100.0
76561198073499940,33.33333333333333
76561198046997957,100.0
jarryd187,50.0
76561197999260941,50.0
76561198079366509,100.0
76561198048709944,100.0
76561198048709944,100.0
76561198044127701,71.42857142857143
76561198044610496,100.0
Zirah,100.0
76561198075621149,100.0
hortycone,100.0
Hosky_,100.0
YouWannaFuckingGoM99,100.0
76561198108038772,100.0
76561198052976331,100.0
hoytie2003BATMAN,100.0
haloslayer1,100.0
76561197986709258,75.0
HoneyBeeGames,100.0
kibahz,100.0
hterrormc,66.66666666666666
HubDubs,85.71428571428571
Deepadeep,66.66666666666666
76561198043497735,100.0
Kamiyamawashere,100.0
HueziiE,100.0
76561198086732056,100.0
mokomokoman,66.66666666666666
76561198044957702,100.0
76561198067786754,100.0
dekruz,100.0
niggerfag,100.0
dekruz,100.0
niggerfag,100.0
76561198072417026,50.0
duckonthetruck,100.0
greenkoala,100.0
KassemZane,100.0
29017637452801,100.0
76561198125859026,100.0
omfgabrams,66.66666666666666
offlinebyourmine,100.0
Humg12,100.0
nasal69,100.0
bigbootybitches420699,100.0
76561198064394417,90.0
76561198075491202,85.71428571428571
HunterKiller182,100.0
HunterJager,100.0
76561197974754753,100.0
76561198027304943,0.0
Huntsman86,100.0
76561198060854630,100.0
HuskyYT,100.0
76561198065105486,100.0
hydraxz,100.0
hydro_2k,100.0
hydroleks,100.0
Hykrai,100.0
76561198076480636,100.0
hyperFlOyDuS,100.0
76561198066969630,100.0
76561198083468865,0.0
HyperJGaming,100.0
JayKayGray,83.33333333333334
hypertragic_THIS,100.0
76561198060085315,100.0
ACE_Blitz,100.0
Kuranszo,100.0
lioncommingz,100.0
ohsotechnicolor,100.0
lnS8ne,100.0
mist_of_pandaria,100.0
76561198096049645,100.0
76561198044322071,100.0
getoffmeimdone,100.0
76561198047135310,100.0
76561198075532361,100.0
76561198065640356,100.0
76561198076690019,100.0
76561198042451234,100.0
76561198042451234,100.0
76561198080526242,80.0
thintimtam,100.0
Chompbob,100.0
76561198028583056,100.0
76561198066525274,50.0
fartinspartan,100.0
76561198070700359,83.33333333333334
76561198047247007,83.33333333333334
daltonlikespenis,0.0
GhosTboNEs22,55.55555555555556
anjelloism,100.0
OfficialMuir,100.0
TheFallen6662,100.0
76561198095314096,100.0
kirihata,100.0
iamgoofball,0.0
IAMSOVIETRUSSIA,100.0
76561198050498885,100.0
76561198120726751,100.0
hinorei,100.0
wingstickmaster777,100.0
76561198044625090,75.0
a-nime,100.0
dfsjfasdjfasjfakpenisbreathds,75.0
76561198013939867,100.0
76561198073198561,0.0
iceyaz,100.0
76561197993494010,100.0
ireallydontfuckingcare,100.0
76561198080444143,100.0
76561198103371005,60.0
76561198071488355,100.0
76561198080731084,100.0
ifrit723,100.0
76561198054132619,100.0
Alexander2539,0.0
IgniteAU,66.66666666666666
76561198006537147,100.0
ihaveduff,50.0
nightwingrocks,100.0
07824,100.0
76561198067989394,100.0
05041129,66.66666666666666
macey_moo,80.0
fortas9806,100.0
kgj1303,100.0
ValIsReallySexy,100.0
76561198044245052,100.0
JJ99747,66.66666666666666
76561198089083202,0.0
ImM4RK5M4N,100.0
Immasianlol,100.0
76561198028984146,100.0
76561198092221837,100.0
ImSleepy_,100.0
miochandesu,100.0
76561198085862370,100.0
IndigenousSid,100.0
Inexistent911,100.0
squiggleses,100.0
InfinitePeace,33.33333333333333
76561198094752240,100.0
1NFR33,100.0
IG_Decay,100.0
76561198015398411,100.0
Thenormalvietnamese,100.0
bossetrongaming,100.0
insertnameherere,77.77777777777779
76561198076033931,100.0
adamkupou,66.66666666666666
golffwangg,100.0
demoban,100.0
76561198078670475,100.0
76561198079654919,100.0
InvertedBolt,100.0
76561198062892701,100.0
76561198027719152,100.0
76561198107609787,100.0
quangcaol,100.0
Anti_Sphere,100.0
rageblazesc,100.0
iraniangoldfish,100.0
76561198008302183,100.0
76561198091034264,100.0
76561198091034264,100.0
76561198066985093,100.0
Chellyyyyyy,90.0
76561198077360732,100.0
venom19031,100.0
76561198045145306,62.5
irraquatedd,100.0
iRunner,80.0
1v1meguy,100.0
Doweis,100.0
isdonisbest,100.0
76561198070845116,55.55555555555556
76561198064634478,100.0
Elwnquelegusta2hu,100.0
theoneandonlyhawaii,100.0
shucuz,100.0
ITCGaming101,100.0
fergieandjesus,100.0
76561198091103191,50.0
76561198054693746,100.0
itss_ur_boi_,100.0
76561198046120865,100.0
ProssibruisImprossibru,100.0
Iweeoncats,100.0
iWooder,100.0
76561198092612877,100.0
76561198100326818,100.0
76561198100326818,100.0
76561198066825426,100.0
INSERTCASH,0.0
ironcass,87.5
JBaadargo,100.0
jgbergmen,50.0
jaxee,100.0
elephantdick,50.0
jackthesexybeast,100.0
Jacab,100.0
iTzJaCe,0.0
jackparris,100.0
76561198093814775,100.0
76561198034310657,50.0
tdog486,85.71428571428571
JackalOfLight,100.0
76561198048944049,33.33333333333333
jacket105,100.0
jackmcfox,100.0
saltymotherfucker,80.0
mynameisjacko,100.0
jacko_lewie,100.0
Pigler,50.0
bobofofo,100.0
Jaegerix,100.0
jafoolie,100.0
76561198009729086,100.0
Kichia,100.0
jahosaOCE,100.0
jaico99rules,100.0
archsniper9,100.0
Jak_L,100.0
76561198077735144,100.0
169420666,100.0
JakaDaka,100.0
jaeek,50.0
JakKnifez,100.0
Spoongegarred,100.0
Jakobey,100.0
aywotchadoin,100.0
76561198149938292,100.0
JambiGaming,100.0
76561198036657265,75.0
freerunners,100.0
james815,100.0
Bigzy,75.0
76561198064549825,100.0
JamesTB,80.0
76561198027305355,100.0
76561198077361630,100.0
JAMIEX1988,100.0
Pootis_Mann,100.0
76561198034070122,75.0
japologamingYT,100.0
76561198057834414,100.0
76561198075115457,100.0
quaz4,100.0
76561198066916388,100.0
nealsavage,66.66666666666666
jarradmcj,100.0
kantbigdick,100.0
76561198079223196,100.0
jeremy07,0.0
jashlas,100.0
76561198045683118,100.0
Jasontermi,100.0
javuri61,100.0
76561198060542368,100.0
76561198024559706,100.0
k_v1,100.0
76561198080717002,100.0
76561198093465448,100.0
SlaydenL,100.0
FoliquaMartinez,100.0
Bandos_is_sexy,100.0
Jaysteeny,0.0
76561198117068101,100.0
76561198027254626,100.0
76561198085109035,0.0
76561198041547166,100.0
nomorememesforsale,50.0
76561198049192579,0.0
JDubb153,0.0
76561198046067001,100.0
76561198085808870,0.0
GeneralPinkie,100.0
76561198075863151,100.0
Jeffvadere,100.0
76561198068301819,100.0
GeometryWarsFTW,100.0
Jemeriquai,100.0
76561197966587792,100.0
SunnyBirdie,100.0
xximfatxx,100.0
cyberjepp,100.0
Jeremyrab,100.0
vckx2,100.0
76561198039327637,100.0
76561198059493271,100.0
dontgetmemed,100.0
Jestou,100.0
76561198097172610,100.0
jett1234,77.77777777777779
76561198084577659,100.0
ERROR_LOADING_USER,50.0
76561198074791637,75.0
EpicPortal,100.0
76561198131023713,100.0
76561198059641230,100.0
yougotblehed,100.0
andramahesh13,66.66666666666666
jikarta,100.0
jimbrisbane,50.0
Lunaii,75.0
76561198018520620,100.0
01189958889189157253,83.33333333333334
76561197998681137,100.0
somefaggotalreadytookjimmy,66.66666666666666
76561198043130826,80.0
oldmanjingles,100.0
dafishmonger,100.0
jistar99,100.0
irschington,100.0
jj44556,66.66666666666666
76561198078987534,100.0
joshmacman,100.0
76561198031967258,0.0
76561197983745201,83.33333333333334
qjoshz,100.0
76561197971933349,100.0
JoboSkull,100.0
shaneomaniac,100.0
76561198024997743,100.0
76561198064325200,100.0
guvnanixon,66.66666666666666
Joebert_,100.0
76561198093266099,83.33333333333334
76561198046833211,100.0
76561198022404680,100.0
76561198051289283,100.0
ItzABitRisky,100.0
MR-mine-addiction,100.0
netherjack1,100.0
johntheasian,100.0
dzakuan,80.0
18481,100.0
76561198110083383,100.0
76561198116548792,75.0
JokersLounge_,100.0
76561198057637896,100.0
76561198011740444,100.0
Joneza,100.0
jonno83900,100.0
76561198032898039,100.0
jordantheranga,100.0
76561198078112264,100.0
76561198080644400,100.0
76561198042151503,83.33333333333334
350241,100.0
76561198044458846,0.0
SuspiciousPackage,50.0
76561198068647964,100.0
mistersicklad483759,100.0
joshfeb06,100.0
76561198049333966,100.0
Joshua12345195,83.33333333333334
Joshycraft,100.0
joeshoer,100.0
76561198009674974,100.0
76561198044736260,100.0
JrRocket000,100.0
JsaKim,50.0
76561198064975700,100.0
jswins,100.0
RichmondDaGamer,100.0
H4unted_P3n,100.0
diegoenoisfunksumare,87.5
76561198078765185,100.0
rfgrgdrgrg,0.0
76561198035588684,83.33333333333334
76561198084382139,100.0
julianpkp,100.0
76561198061795146,100.0
Lenny_Boy,100.0
76561198032916644,100.0
76561198085567114,100.0
justgamingXD,100.0
Justmatel,100.0
reszluigii,33.33333333333333
wiinga,71.42857142857143
Juzzyx,100.0
superkingofthings,62.5
76561198300678402,100.0
76561198095547867,100.0
Jyva,100.0
K3nchi,100.0
76561198093301565,75.0
DepressingMemes,100.0
76561198088661531,100.0
76561198101162214,100.0
kage1996,100.0
76561198054143602,100.0
-kainey9777,100.0
Kairooss,100.0
kaizan12,80.0
76561198095405817,100.0
DarkSpire17,100.0
kerbex,100.0
76561198070148616,0.0
76561198105110458,100.0
76561198077663677,100.0
threashold,66.66666666666666
76561198010829979,100.0
76561198019293015,100.0
kapoweazel,80.0
imapiraet,100.0
76561198094663718,100.0
76561198078712087,100.0
tacticalinjustice,100.0
elsteffe,100.0
karistonswrath,25.0
76561198075597491,66.66666666666666
YungEnv,100.0
76561197995284337,100.0
9683n,100.0
GraytheCat,100.0
katacaz,100.0
76561198086791425,100.0
imloko_,100.0
KatieLiz,0.0
76561198088892521,100.0
76561198088892521,100.0
KattykitTheKittyKat,87.5
Ayrtanium100,100.0
Newkj1,33.33333333333333
KayKay113,100.0
76561198044882796,100.0
76561198117313704,100.0
Kazuksta,100.0
kcharding,100.0
76561197996569986,100.0
keaun,50.0
keeaan,100.0
keane_ck,100.0
76561197984211461,100.0
76561198081144680,100.0
kyodaimuhnigga,100.0
XxPuffcronicxX,100.0
ImmortalDragon,85.71428571428571
76561198057368586,100.0
c3rtaind3ath,100.0
76561198118209352,100.0
76561198033134963,100.0
76561198133788871,100.0
76561198071235919,100.0
lolyoutactical,100.0
kennychan222,100.0
76561197993077385,100.0
keoul,100.0
Kermit_Suicide,100.0
76561198078242573,100.0
76561198090575770,100.0
cazza8360,100.0
76561198092339855,100.0
76561198073916938,100.0
Keyblitz,50.0
Keyezr77,0.0
kfloppy,100.0
76561198031106842,100.0
appalot,100.0
kiado2,100.0
jet14,100.0
ottonot,100.0
minecraft_th,100.0
100101011111000011111111,100.0
Killaruana,100.0
KillaPotatoz,100.0
That_AJ_Kid,100.0
76561198045484030,100.0
76561198030867972,0.0
76561198012546232,100.0
Killer_Awesome_Phantom,0.0
technique1989,60.0
Brain_muncher,100.0
supremelordpie,100.0
76561198066651573,100.0
76561198065491382,100.0
76561198081168628,100.0
kineticvine,100.0
76561198080605900,100.0
76561198036510673,100.0
GetSchwiftyInHere,100.0
76561198004448633,100.0
KingofGoats,100.0
76561198024507582,100.0
Emarques,100.0
76561197978703788,100.0
HackingPro1,66.66666666666666
76561198059657508,100.0
KingCookie1228,100.0
KingFluffyButt,100.0
76561198090488278,100.0
76561198228934824,100.0
76561198097073485,100.0
76561198100384350,100.0
KingXRay,33.33333333333333
kirbysmashed,0.0
Rafael011,100.0
76561198081300684,100.0
76561198060355872,100.0
76561198004245030,0.0
76561198034215738,0.0
EphisXD,100.0
kisss256,100.0
kitchenappliancewow,100.0
kittenwithmittens,0.0
76561198068660878,100.0
76561198065171294,100.0
76561198068160202,100.0
coronelcross,100.0
76561198051831438,60.0
76561198005477736,100.0
Kizu-kun,100.0
putt13,100.0
76561198118867934,100.0
KleppS,100.0
CptFake,100.0
seedy1,100.0
soupstore,75.0
76561198089652308,100.0
76561198060941201,100.0
739567275,100.0
greenienoav,100.0
76561198071464612,100.0
76561198039902992,100.0
kokoprogamer,100.0
76561198075267655,100.0
gongpha,100.0
76561198020285970,100.0
namkhing22,100.0
12125,100.0
Austisticfuck,100.0
TheKooke,100.0
76561198082225973,100.0
kooriman1997,100.0
76561198100835850,100.0
76561198055055523,100.0
76561198100835850,100.0
76561198055055523,100.0
BuzzyWuzzy,66.66666666666666
SzechuanB,0.0
leninjab,100.0
kozeyekan,100.0
KKruger,100.0
kr0akey,50.0
krogdog,100.0
KrazyAl,100.0
76561197998873955,100.0
76561198072463650,100.0
krisx,50.0
RIPFreddieMercury,66.66666666666666
mrninja36,0.0
OneHellOfAGamer,100.0
jacej3,100.0
chriz2010,100.0
mammon13,100.0
76561198070009309,100.0
PsychoticRazor,100.0
ohhhhyeesss,100.0
110211021,50.0
fartofsmellyness,33.33333333333333
kukendran,100.0
kumatorah,100.0
hydrameh,100.0
kungphukenobi,100.0
76561198002469107,100.0
JohnnyMcShitty,100.0
76561198070796900,100.0
76561198104984962,100.0
76561198064599173,100.0
kylewarriors441,80.0
76561198046729008,100.0
76561198045345375,100.0
ADSKILLER,100.0
lozone,100.0
cggamess123,100.0
76561198046930744,100.0
solarr_,100.0
lachyS,100.0
n3rdra93,100.0
LagartoDosArroiz,100.0
lagtarsoy,100.0
WorldWideDepression,100.0
blizzard_reflex,80.0
76561198119335225,100.0
76561198073881438,100.0
LancerFire,100.0
76561198027550022,100.0
beedlybeep,100.0
larrythebrony,60.0
76561198093541850,100.0
lasati,0.0
laserbear99,100.0
lasking2534,100.0
LaTKH,100.0
76561198069470642,100.0
ChamomileSoup,100.0
NumbYourMind,100.0
lauricella,100.0
FutterShy,100.0
LayzeeBoi,100.0
lchammer,100.0
LcsAngelo,100.0
expert_spy,100.0
bistroalafaucon,100.0
76561198040148259,100.0
changyung9999,100.0
GeneralDarmon,100.0
76561198063004695,0.0
76561198078378127,100.0
PuzziDestroyer,60.0
lefty25,100.0
Flappyflap,75.0
19372250,100.0
legendary799,100.0
CsGoWildGlock,100.0
legendofretro,100.0
LeSaite,100.0
suckmycrunchydick,100.0
lelvis,50.0
LemmyID,0.0
NrGBuffalo,100.0
hemie43,100.0
76561198018018489,100.0
Lemonjtr,80.0
Rotinaj,66.66666666666666
76561198015848819,100.0
LEMONPARTY1488,0.0
CaptainReplica,100.0
76561198072739934,100.0
76561198084777483,0.0
76561198061518838,100.0
76561198086200117,100.0
76561198072994412,100.0
76561198058616080,100.0
76561198163812230,100.0
Void2,100.0
leroyp,60.0
76561198030872449,100.0
76561198075406197,100.0
76561197990895276,0.0
76561198066657942,100.0
76561198062569517,100.0
leva49,100.0
sIuttrak,100.0
246823,100.0
lhd,100.0
76561198106774431,100.0
SASMCSASSY,100.0
kasep,100.0
TheHunter42,100.0
LightningRod,100.0
Roanoke,100.0
EmperorJake,100.0
76561198060002045,100.0
kasanov,100.0
76561198028728868,100.0
GamingMexican,100.0
76561198295178871,100.0
LiMasala,100.0
Limo1300,100.0
76561198066002441,100.0
ryanflyin13,100.0
76561198067596593,100.0
76561198082765998,100.0
76561198076052494,100.0
Aragorn54321,100.0
76561198043524540,100.0
Lioot,100.0
76561198074499762,100.0
Liquiddddddddd,100.0
Furms,100.0
76561198060682655,100.0
SonicSounds1711,83.33333333333334
LithiumPowered,100.0
bobdapeach,100.0
76561198036925039,100.0
76561198146189832,100.0
epagames,71.42857142857143
livaris,100.0
leojv,100.0
76561198083376561,100.0
loafofcheese,100.0
76561198080459478,66.66666666666666
76561198031524518,100.0
76561198092819016,100.0
76561198067582240,100.0
Lockhearte,100.0
Locstock,100.0
ShamPowWow,57.14285714285714
76561198077514605,100.0
76561198065772006,100.0
76561198050173946,100.0
Apedophileatyohouse,100.0
76561198045702747,100.0
Rakurix,100.0
LonleyRedHeadOrphan,80.0
woola,100.0
critsvsgaming,100.0
talksmackgetwhacked,100.0
76561198082474729,100.0
76561198047775384,100.0
76561197998355551,100.0
76561198059897383,100.0
76561198008967901,100.0
76561198076533123,100.0
76561198043586020,100.0
76561198009649906,100.0
SKSG,100.0
ArmenianJunkie,100.0
Vucki,100.0
lordswift,50.0
keggles,87.5
76561198003593278,50.0
76561198092448174,57.14285714285714
76561198092448174,57.14285714285714
76561198042797758,100.0
76561198073664669,100.0
76561197970551076,100.0
M4nk0k3,100.0
losechesters,100.0
76561198059419680,100.0
FaZe-Rain_NORDANSHAT,100.0
Low_Society,100.0
low-rain,100.0
FiLoBoI,100.0
zeroblade,100.0
lsith777,100.0
76561198028697751,100.0
MonstercatFTW,100.0
76561198021437758,100.0
lttf,100.0
LtTwinkyDough,100.0
Lubnut,77.77777777777779
76561198064967320,60.0
geeemu,100.0
42241,100.0
JewONOff,100.0
76561198046109277,83.33333333333334
aemon123,100.0
LudiAU,100.0
91102984210101,0.0
76561198127267711,100.0
76561198082262826,50.0
76561198041085273,100.0
LukasCoady,50.0
76561198107679895,100.0
76561198065613069,100.0
76561198075203975,100.0
uniqtheuniqorn,100.0
Lumaxious,75.0
Tempercanns,100.0
Kurisuchan27,100.0
LummusMaximus,100.0
lunareaper562,100.0
TheMoonyWoony,100.0
76561198076696353,85.71428571428571
76561198043298753,60.0
76561197980349491,100.0
76561198087417568,100.0
GemKnightDante,100.0
firionroseii,100.0
platitudinal,100.0
Lwis2,100.0
76561198064214213,100.0
76561198064267602,100.0
lyskal,100.0
lyteX,100.0
iAlyxan,100.0
76561198061792391,100.0
MonsterEnergy-Prd,100.0
Music_Man_inaPAN,100.0
bottlescKy,50.0
UMURAI,100.0
76561198089585145,100.0
_MAK_,100.0
76561198012657818,100.0
therocker2236,100.0
M0les,100.0
Monsta45,60.0
76561197978628035,100.0
TheGoodMister,75.0
76561198030206184,100.0
76561198101492787,100.0
76561198066272265,0.0
76561198024566463,0.0
rollhack,100.0
tankedout,100.0
MacGregorr,100.0
MacGregorr,100.0
2323534545,71.42857142857143
76561198101112176,100.0
stackonme,100.0
76561198155221846,100.0
macro_11,0.0
macthulu,100.0
MAC_CAB,100.0
