item_id,sumatoria_horas
206690,42203
252330,137051
271860,51236
283370,768
283430,901
292380,52646
292630,37148
296050,57466
300220,24187
301750,49724
314250,24111
258160,106692
321260,35435
346370,1002
357650,3825
349040,269133
441020,13448
33440,553767
47410,5788261
105430,1149734
209710,122617
206480,951191
293260,761706
9900,7464778
317510,15815
342610,6801
350990,646
369580,34489
377330,4394
387970,1935
403190,284133
414730,32419
21670,23309
46430,28721
40380,21146
234160,69020
238170,3770
259430,11108
278910,63100
245490,416187
308420,131256
263500,162939
378370,37397
18050,32736
354200,34447
17480,1563982
24790,556946
204880,3359659
243450,63459
394360,2370655
47400,316890
22100,1426071
325610,4039316
6200,43255
34900,332222
11390,46249
2520,1339
2525,305
2570,811
11330,13461
11360,6668
46440,6420
105300,10914
220820,213019
70600,228129
70620,32156
70640,4319
70650,3635
70660,12132
217200,290804
222710,87505
305280,212
352280,97
250700,35883
270170,29511
284850,26358
298400,7709
306550,21039
319250,49088
314410,164217
360150,28643
238090,1377071
211440,70835
241660,15599
291330,16827
356370,42753
393410,29252
407120,89413
6220,42577
314160,1372575
104020,4255
411180,882
411181,258
411182,164
411183,80
411184,36
411185,82
411186,301
411187,90
411188,51
411189,61
411190,60
411191,52
411192,225
411193,149
411194,54
419910,430
420090,1244
523480,0
523481,6
523482,11
523483,3
523484,0
523485,1
523486,1
523487,8
523488,0
523489,0
523490,1
13140,687502
311860,1984
329000,344
340650,25967
349700,413879
351290,58831
354290,16066
244050,50751
385070,34683
412170,21763
423710,21819
434730,27668
448640,17774
457820,16240
467000,15764
468560,7245
473470,2
212390,223803
283290,63391
315830,471
357480,18867
364110,26844
232910,579853
299740,336013
314520,7502
437220,1445182
25980,150695
47890,6412164
201230,683117
215870,7399
16730,47723
249680,25084
343330,8668
351030,6542
219340,45508
55370,11732
299700,39440
314280,19232
257400,90757
377590,55
437900,4056
313160,1506389
46550,76107
33120,25777
253920,5211
287120,59811
333600,216315
347510,13026
348020,20955
351640,61593
381560,12297
382570,147
385800,115961
397980,18876
416170,25859
464780,44338
489220,23090
495350,2096
461560,11109
491130,6191
8080,35636
23450,91525
7830,405688
462930,173959
24840,163913
240320,192965
272350,493011
217750,49236
91330,157347
286940,34826
289300,22401
298160,133229
337410,3078
342480,32464
381640,2597
385890,7802
389300,4869
394120,483
397040,8462
287920,165059
407250,166617
409510,8008
442710,9651
449040,4119
224320,93875
268750,1263645
322170,2020920
349720,98114
238260,200562
224060,644156
282660,385202
301300,9579
353090,16052
377460,2770
386880,19753
449550,16726
41210,135848
221180,20080
33660,369
104100,2138
232450,267455
239800,76781
264060,11716
323060,33185
343710,20645
380020,6780
405610,7339
231060,1058128
253530,31937
261430,60577
283060,5818
293560,57182
300040,30135
315880,249949
442080,790044
304270,120946
29120,8576
45410,11469
29130,2998
251870,104199
270210,81009
225600,557980
269910,8701
434110,10833
29800,84294
11340,9719
357280,32178
358840,13
428950,13475
385730,289792
427920,119912
462960,11795
473560,10123
487220,29150
212580,192290
267550,143130
42960,1814459
46500,57243
202200,308370
40330,9795
222660,30979
245150,23461
225160,137512
247240,65268
259510,26510
215530,535066
271820,39991
204030,933478
353130,18289
372540,2307
407900,5735
420790,94092
40100,4472940
96000,66536
109500,1462
231180,9013
248330,10462
255220,610447
263060,291585
267530,365149
270630,24307
281940,6333
287260,20290
287340,29853
223410,21143
345200,11949
399700,184
294000,13155
429790,35293
397100,105572
107400,158413
313240,3466
314020,59254
17580,67388
328500,26310
341190,5831
344750,54630
354900,742
356310,49108
367670,39297
381150,9
386510,1794
407620,2947
431540,3348
433210,17654
433350,57908
434570,109147
434610,22264
264120,29928
442180,2
443940,321
449220,50442
450390,23651
454930,11740
466910,157307
467820,9682
502550,8465
218170,108630
105700,3167
216670,17022
237570,52624
254080,1271
255480,1358681
269490,51384
279640,173
282350,3089678
285050,14046
205020,6420
337110,112
339290,17344
343170,93
368720,14144
371900,11182
345240,24609
401190,12083
420970,41
473520,16416
231910,13021
216890,894678
239660,2004210
214700,15407
250420,243291
265770,5139
313730,120961
222750,1170696
232750,119324
244450,2330501
292910,99381
299720,50380
312210,36047
6870,27013
6980,137113
8170,218460
211740,55555
224300,13931
224920,21684
224940,12300
242960,7416
227180,320742
328600,27111
331500,65289
331670,218732
385510,0
386140,1019
422970,50644
2540,6363
2545,3294
2550,6937
25700,74581
219870,42070
218330,133325
228560,46293
219830,1467420
263740,27961
278970,10849
280930,23113
292060,2556
214190,267776
302590,48467
266030,16734
319570,2541
323850,87731
326740,292
342300,23809
343630,5358
352700,17354
360480,19641
381810,6920
384500,3732
394380,4765
394970,47840
429050,21427
448460,3576
458560,175
417910,5642
281370,23049
311700,7105
364370,444
395520,19729
409670,2363
431910,3103
6080,22848
37370,48
9930,1038354
227380,3582
228760,307694
233550,8165
243360,74340
244210,2148173
240340,384
253750,24985
246960,14837
257990,16615
252730,3177
259940,453
259960,917
259980,4003
260000,857
260020,117
260040,344
260060,788
264220,9337
267360,7235
273570,3012
277890,50596
282010,9319
299030,11909
311190,13426
317040,18335
243220,15268
324680,48374
346850,17533
348300,5091
366040,4087
376920,3979
397690,2015
405820,9963
410700,74
410710,15063
350770,922
433340,285373
3320,47785
73020,146441
95500,9043
207790,5224
105100,5204
221020,517912
204960,5693
212200,1694382
300970,101395
215100,301398
243020,3368
299460,119823
316600,14732
354850,105104
338060,11479
379960,10604
379980,15542
230290,186956
397340,254579
269570,7871
368990,39602
412880,164993
449050,525
327090,31703
385370,2608
375600,30875
2990,269881
365070,10616
360170,130284
412470,19458
338000,13901
237890,309209
351970,369535
406150,5956
283980,12159
6250,68213
2720,667
35600,5857
12480,73141
3130,49028
42890,45335
73010,174094
47800,50552
46510,27833
7530,12043
24670,132491
6800,32321
6810,10337
6830,46014
6840,20515
73210,27866
92200,2456
92210,5334
92220,3293
80200,30658
46570,9196
261720,289
25890,1473374
80330,19957
80340,12752
80350,15265
33680,19272
205730,48044
203560,6454
207250,87086
206370,43003
211800,9599
207350,150875
205590,32179
215160,65183
46340,14685
221830,8594
39630,1434
39640,2285
215930,25036
214150,10743
227220,68392
220090,34627
224820,103028
220660,288916
234370,1273
105420,11664
228440,63086
238530,16330
238630,10533
236790,30164
243200,23876
35480,149956
42980,13761
246300,14924
248510,36346
248800,16003
250030,20029
253110,43475
231330,42470
245050,23125
257050,54317
22120,93432
22140,19735
22180,94492
247140,25144
259060,123415
235620,31404
260380,865
254440,158963
261530,31813
263840,9292
266110,94242
241410,111414
270050,38353
263400,30666
273770,13356
274250,38697
275570,26866
277450,17773
277460,4015
278930,14691
279990,5412
281390,3844
287200,4827
236150,171084
291050,20986
292400,2913
292930,1489
294750,9085
297110,6507
298140,1324
294770,943
294790,1509
302210,159
302250,3533
46460,6867
46480,19137
46490,8132
302170,312
302390,459
303940,555
305070,3689
251060,2462033
311120,3400
313140,5812
314980,37810
214630,107407
214640,177857
304730,140995
326180,27106
327640,16981
345260,10621
359230,8764
365800,4346
351910,6919
434420,53468
458730,12994
13560,79588
13580,60062
234080,152215
342150,2967
397680,2324
494770,0
42650,323127
330580,10591
390670,371414
399660,8686
444140,30520
112100,64968
6100,16671
258090,117385
262300,21537
316840,7007
320140,75008
349680,8811
355240,4376
357300,17964
358960,6209
359960,6848
364420,425422
420110,120356
9460,100664
38450,322
46420,13395
32510,327213
61700,95358
202310,52570
220260,1638693
203250,63697
233410,1507
280180,25608
265120,36503
290320,8773
297000,169885
324570,17962
213120,575143
354380,37008
345350,132428
339340,60576
317110,100924
285920,200702
387990,477218
482920,96323
231200,21475
222520,487482
313690,560102
410380,62161
413170,23459
420740,27326
219700,10717
386940,86631
223730,21504
251230,3383
302270,506020
322500,337002
208030,39520
338340,159323
21800,43737
24810,355778
48220,1526309
236510,134969
291010,52872
302670,111269
256190,36490
11480,13146
46290,8911
46360,8807
204860,24311
318020,193938
334040,27271
235380,18076
313480,33759
313500,31021
234630,951783
7200,294799
40320,3602
33210,73084
33340,138571
24780,1358050
207430,63625
39560,12563
65560,14460
206760,4643
223430,29600
212180,1462150
227160,82260
218980,10871
204530,143888
249630,61514
233700,206148
269230,8146
270150,395330
227060,40587
290300,238805
250560,110312
223490,19915
233610,130958
329130,353569
326410,242443
340050,83721
314420,39903
363360,11679
375950,212238
440090,18888
496460,4776
12130,8101
318220,76085
341940,57723
218450,40166
323610,73198
323900,15182
324850,1
339210,2711
398840,78746
400250,76528
270880,712549
1900,71310
44620,73888
44650,73877
44660,73871
44670,73869
44680,73892
44690,5008
257850,188515
289090,35785
315920,10355
361630,19738
363610,11983
369000,17183
385980,7290
395980,65312
415610,26
258590,19594
97100,314468
310950,801048
329050,133383
244810,22422
342380,40017
353270,253776
376300,103672
257790,13026
374040,153379
394740,6284
493370,222698
61730,8675
222140,44665
331120,5813
373330,2522
390520,27566
251970,39738
297210,5579
335430,47572
49800,18141
265650,116388
484950,21702
21170,346016
105800,38695
222940,191910
293840,2471
319550,11711
208750,81750
367570,6655
382890,25893
247830,33543
256410,726096
321480,14133
250500,72491
265610,331906
373440,15638
375200,18477
495910,271841
45400,49970
38740,80045
201510,13167
18120,5882
111100,28636
214590,35800
273580,1724
273590,735
281200,17144
284160,1102651
295990,5458
228180,400764
302790,11618
315110,3642
315550,776
317710,24288
318530,49498
329860,8806
335190,20694
340340,11546
342880,2212
343440,20370
348620,7659
354240,39375
355000,61110
373770,20511
375520,38435
377680,12660
345180,157618
395760,21
402180,66750
421700,10914
426000,111665
429300,11112
301120,63540
445230,1011
459820,445331
479130,2315
521340,1135
6370,18171
55130,1237
99910,426680
106010,13322
108210,16322
109410,32517
113900,29602
201190,43614
201210,128112
211880,687
212220,38883
212240,269
212370,14084
221080,157711
238110,5354
280620,2522
29110,1
95700,945
221220,182
221360,11223
221790,11352
223390,195795
229100,4024
234330,865540
235400,28885
240380,112796
250740,21
259020,2404
266070,83758
266450,30204
272060,9770
273550,189
90530,35050
99920,2344
213570,27
218210,15226
226980,298702
235340,135638
248550,38513
280440,2891
289780,11041
290830,6215
295710,11508
304890,460
314700,42383
317380,747
317760,562
317790,6053
319150,7450
257630,3150
321840,11527
329020,6712
329110,270228
330000,12743
336040,4084
272490,328
340460,8433
340540,3185
341090,17555
342370,136770
306930,126
343740,1153
343930,6665
345580,3014
346250,3030
349210,460
350430,3
350450,11
350660,497
351980,217
274620,13618
356200,30685
343100,40807
370190,2869
335820,16118
374670,5610
378100,30501
383930,16580
385400,1572
391740,32400
389530,22
392060,2856
392870,45682
398680,56922
400040,11061
400240,51137
379640,2342
407750,11759
413690,3750
415880,422
422100,33161
440740,3176
447850,24895
453980,25672
370770,14788
461910,20741
463250,36
467370,10098
473650,16369
477290,33806
312450,15526
471770,23
269110,40165
390970,8416
291410,152387
331360,2192
334030,7255
373700,7431
376140,2255
416670,7369
438920,1816
473770,11768
492800,89712
314010,26768
497860,898
506140,60825
214610,38895
263300,99111
320760,15134
454540,6734
473620,17121
436160,2487
107430,67
224220,60511
259360,985
33570,28761
33520,20019
33530,32759
233840,293665
4890,20408
301680,7094
303470,3101
334560,12676
336020,31
336110,964
346320,158
357770,20026
316430,92358
366890,34938
252610,27391
380360,328776
37210,3360
13200,24757
23530,75889
96400,227876
206610,65418
220160,1012438
202710,162363
227480,276845
31100,22123
31110,9672
31120,8183
31130,11312
213850,1843597
247370,22130
253860,3149
259340,371
259550,28180
267900,9084
15170,362645
15370,142140
15380,20611
238750,198585
243380,37533
284930,11040
341860,7560
291650,1421651
501990,743
260190,6859
24010,1392968
433800,4010
205550,29313
42140,25745
279720,9835
296870,19374
272510,563410
341310,42863
389460,13190
436150,58448
449630,48504
224440,55957
260430,66045
271240,163347
249570,30044
439940,21130
405950,30718
409690,1684
203830,30059
269790,24490
323720,13525
368370,45340
331600,402211
406210,4577
424370,1378
438270,18070
6550,67480
12460,8930
27940,15731
266490,15863
284950,85283
366760,64317
432150,35228
21600,4988
70900,62849
49300,14884
104000,30761
200630,4586
202130,80412
282590,77089
286120,61097
294460,10014
297470,2064
241240,78323
314450,51917
380770,66541
386260,6943
408330,3137
408990,27112
458060,6127
392950,15523
80000,15839
220700,1947406
39520,4749
39660,33924
39680,235679
324160,53651
325100,28484
345610,125780
366440,42869
13540,22539
228380,402053
272860,138046
336510,85326
384180,41084
356380,3029
15320,203132
426790,29743
282760,44819
370480,8161
407330,50889
407980,9271
428550,23821
469990,4909
508600,1489
517000,4434
15130,50162
385270,21329
412400,1340
414290,17339
415490,7952
414070,7758
431560,7493
431990,6671
434010,30074
205890,143519
203510,45513
232050,194409
251150,209130
217980,27913
227020,20664
257890,40989
246090,166947
274980,19414
208520,248760
312600,4165
307190,29384
346940,246675
463800,2634
303800,22676
316930,3051
377530,19288
207190,5932
220460,77160
33540,840
218660,11675
258050,54600
261880,5417
279440,17048
296770,31362
289520,68959
317940,489
327010,551
341510,5406
346800,36
357900,24948
357930,430
368950,16455
410110,16458
411080,252
444220,16040
458900,39
461840,3054
223100,103544
495890,21683
324800,0
300380,63125
344910,26883
351150,6888
360380,27504
396160,34458
443580,7878
94300,34220
94303,669
210170,14304
230820,35405
243040,26024
269150,665
296650,209
18400,38331
246070,38150
299180,1538
8500,5701005
454600,8801
389430,11283
25930,27051
42920,21507
102850,22649
25830,53954
23420,32643
23440,74
25850,43715
22130,155429
227320,650196
301690,811
301700,1032
376680,1372
314000,13552
46770,63147
300080,174916
338810,2584
339600,120155
423880,7333
46520,4780
282880,43875
283310,1245
300300,17318
304670,63492
322900,18984
340320,3783
351470,19312
355520,32964
359800,19952
359810,18695
360650,26770
362180,173
362190,109
362200,141
362210,64
362220,58
362230,56
362240,108
362250,260
362260,97
362270,100
362280,109
495470,1
377290,16840
380550,4797
391660,16593
396790,19145
411560,5951
416130,6196
397720,22
444250,11409
446990,786
461750,200
462530,24
463390,8825
464700,3766
266230,42912
307170,25996
359440,883
11250,7245
11260,16490
15190,56247
19800,33017
34600,114510
95900,47953
214910,40436
230170,2358
257610,1539
275290,15187
286280,5259
298480,29615
332490,4572
344840,9148
399070,8829
317780,15485
258520,87437
400430,26834
362930,2174
63940,64886
262900,21649
292420,748
364930,11436
449800,84499
447570,5318
7210,12134
348790,40
390910,7625
269350,1215
247000,432161
332570,49985
311870,21822
400030,257
377150,391
521570,3426
249230,93480
373180,20634
485220,16014
230860,68859
337850,19359
350970,3251
397460,136144
398850,8917
400170,52386
401810,5492
410820,3714
438790,912
421960,4954
467380,3647
325730,9235
341730,8711
343280,7664
288470,499719
218510,21338
253940,35561
253960,7794
343340,8075
207890,2707499
231670,3289000
242460,55927
242480,115
295270,5068171
97330,1501919
242640,226555
395200,31981
29720,297624
219990,1643157
255420,596001
357330,12170
435440,4317
225200,2165
264480,634
472680,4330
7970,4604
6820,786
7010,2262
7020,8897
7060,4438
8100,4343
8690,73921
16620,7584
12860,55448
8640,73954
47920,190999
208500,599314
219600,1246994
203680,17852
229870,46856
226760,22159
269730,152117
273840,61140
431600,28355
95400,81675
216260,950454
334420,26086
369400,3033
517910,599
211970,10124
223670,528031
286570,111855
226580,181375
391040,77168
378120,4382712
63950,90442
262120,46503
355070,1686
356130,9178
266310,34705
394870,12529
340350,15410
356520,2795
389700,8061
432280,2141
342890,2906
348400,6556
352010,21312
447890,6111
485370,1286
485410,5951
33650,22466
205060,12724
205070,12638
205090,9689
361550,5904
409660,5171
417880,1352
422630,2140
290280,14738
61500,31293
246980,18142
269770,235641
286340,96295
287580,57336
293860,20691
239250,87291
407810,13096
423230,21729
453340,4859
463320,108
115120,96503
251630,56880
253290,24732
262690,32739
263320,28987
278640,13877
286260,26935
293900,7245
306700,6015
315810,77133
322680,7176
297120,61621
327500,806
351860,15105
351870,5074
387340,72502
388420,20272
313020,43297
364050,25410
390610,2736
397570,9205
383030,36112
516230,2624
400910,89306
413410,205300
413420,204240
444800,4499
10120,847
98900,3098
245390,31057
287020,14132
441790,16219
485380,14198
38120,2229
37310,821
48120,158946
47730,2131
26000,24374
1630,21111
1640,27397
205190,206925
233110,11960
392450,2421
399790,37932
429940,2887
431710,23906
434120,2018
440760,13130
445130,897
457930,17722
460660,7830
461970,160
468530,1889
485800,138
504770,1070
453170,1094
510050,5327
285160,344004
434260,13239
233190,40927
275470,60031
403040,12649
416270,80311
416450,13965
439250,15084
462370,10582
210870,14637
252670,32293
448530,276
324080,59631
339010,2
258200,47156
474010,230
230840,9470
216110,12541
311080,7796
355970,6493
339440,1946
235820,25133
242820,95892
280460,5466
280910,16036
429780,3104
293220,995
23390,7545
39250,335
230330,80
220050,148126
329430,208295
505040,14275
385760,26482
357340,33449
444940,317
38440,17408
229480,17656
259680,304446
263820,23984
271520,2
205990,65930
283640,100996
293940,13503
296930,24260
323580,20109
325090,16551
333210,8277
325600,74967
384490,68380
288730,1284
404790,1162
408930,148
435060,6377
510630,539
234000,31948
255030,4436
433530,9027
10130,38122
214230,25690
305960,2959
448240,2329
73170,261306
42990,111393
227760,40211
384630,7730
24870,199359
58510,110119
98600,55332
207060,54579
225220,70742
322850,32224
324310,24611
408760,14874
11280,39978
428900,9415
462030,68
2780,18714
19200,8740
18820,45240
33130,10793
92300,52130
212030,29875
234290,17192
221340,1350
251690,26062
255300,19496
260530,1433
268810,11821
280010,8666
283000,29923
283330,1543
285010,29343
286440,65
301460,13309
302190,989
305980,13189
307350,23067
315080,3281
316542,0
317330,3644
317720,109
319730,19601
320540,14735
324070,7244
326110,10
331200,11139
334300,14157
317440,17358
339160,23721
334690,12513
339900,1981
341440,5141
342970,9356
345920,0
351040,22798
356070,3954
359090,23
336420,21778
362400,1616
363480,1369
363620,40399
365270,93
366800,1353
346270,1192
367660,0
370310,70
371390,28397
371690,86
372380,172
372820,16956
373100,1439
373280,239
373670,2
373750,1981
375220,112
377430,3553
378020,184
382300,21556
384150,9622
384980,29900
385490,10992
386320,6
386420,10885
388390,21
391340,9983
385240,19918
394680,12775
397670,4
397580,6034
399100,353
404850,3352
405650,1029
410590,42325
411120,14197
420210,22
420270,8621
421670,11980
427780,25066
431510,9351
434250,14926
443530,119
447940,394
449020,2938
449680,22942
459910,825
473630,17154
479170,11
486880,1571
488210,526
486500,5138
486480,1
502400,70
504490,9095
504980,9720
12320,74476
497940,117
321950,19215
367450,157542
399270,9182
399670,36469
377900,14444
408740,44477
441870,68757
462700,6315
412940,1652
12500,128296
7850,10856
32330,31152
29650,116333
31170,48310
31180,30479
31190,25820
31200,28147
31210,21363
10430,46996
45300,246339
32450,155591
49700,2540
21130,197679
58400,5431
50000,9784
9980,3997
102400,2106
97110,9684
97120,5475
97130,7253
106000,12699
204120,81739
207320,50725
209330,58012
228320,12787
208860,2736
210490,1726
71420,27876
208620,2113
208630,3280
208640,3650
200550,16858
200670,19918
201490,19397
207020,9669
216910,41518
205810,28187
209750,1967
214100,16571
211180,12227
92700,1562
58550,31391
216290,5289
215450,2888
15400,12399
29160,1997
207530,14392
215060,995
203350,116215
216130,12518
215390,1447
228400,143813
210550,33269
230650,28960
237430,68502
268400,68875
306680,10982
312630,23926
327060,3272
327880,6572
259410,6082
336520,4845
339230,41955
230190,202997
455440,1845
468700,2349
471710,6691
493400,116
496240,4541
23500,17693
63900,12602
63910,166778
290340,245598
319050,54972
365360,84780
367600,8229
380150,7145
388210,10932
329790,17462
217860,14638
241560,1132546
11230,7992
35300,485
27900,3248
32200,16094
27920,7933
24660,32230
63800,61941
92900,6877
45450,38655
46540,34832
35320,12079
201070,3817
92600,5380
33180,17559
202070,8898
99400,2476
2810,80502
206410,4340
204140,36787
33100,4811
211380,2637
46370,16278
1690,98313
222820,8986
44600,2191
46850,2872
216090,26565
34920,4218
247310,8466
252050,2835
252230,2340
3010,5588
25910,178448
262870,1199
37030,25854
270910,4643
273820,958
280520,64205
285520,4265
288710,193
292240,4641
292780,5497
299480,6773
245760,29955
226560,20822
327030,24949
338930,37406
386180,17169
314560,4206
447820,94349
451400,1934
390340,1455
270110,2972
302010,24279
312640,48180
323630,415
358640,37
362610,39678
368750,18914
370090,43576
394130,160
398210,602
403860,91
425680,26
425681,506
425682,56
425683,32
425684,24
425685,14
425686,13
425687,20
425688,14
425689,78
457940,28435
474030,84
486340,14023
508380,39
214170,46235
219760,9673
386900,1539
24470,40707
201290,291015
403690,2182
457230,120
512470,9646
2800,50328
2840,14328
2850,1001
102820,154635
25940,1104
42800,973
42820,123
246760,28179
61510,33840
61520,43926
261470,126606
235900,93847
285420,10243
287680,268439
290460,609
292230,59260
293010,52282
293480,541
300540,12490
307960,58503
311310,369499
57620,63598
57730,31048
329680,11
341000,61859
375960,130511
371190,2764
263200,56454
290020,2331
307640,37677
324190,9505
367270,20075
439920,5169
505210,3194
34420,1617
46350,908
63960,14832
202860,6008
301650,6965
412140,2139
437160,2391
453890,1511
212780,51162
237550,2800
253190,26489
245450,21852
262210,15185
253370,25656
266590,1
270770,141
270790,3938
270942,0
233350,33086
276890,19844
286040,72762
293240,16327
300340,11831
305640,20791
307090,16057
321560,2343
331440,44675
333660,9007
334070,13445
340770,11946
346450,155
346560,20755
351400,9149
352520,10182
354960,8614
354970,196
365330,559
365340,0
367300,9440
368470,421
368590,6813
373120,8
382480,663
385230,5872
387880,4136
412460,596
422130,1367
21640,3663
22670,9387
232970,10497
233230,29828
242780,28333
238280,109034
251410,10198
251830,13326
251910,28951
252130,10500
253330,17862
255280,22113
255390,8765
222640,17251
256030,15530
277650,60
256350,5477
258010,52439
258220,16155
258240,538
259600,16505
260330,7449
292640,0
247580,7034
237470,3970
262590,11211
263380,9899
265690,6353
267340,16979
268200,27315
268220,26215
269330,8477
271730,12684
274520,29217
275180,27925
278100,447
278620,15372
279900,8232
280040,36519
282530,12001
285800,21381
286380,3176
226100,37711
288020,6472
243930,98916
207000,1594
214320,3656
293740,17443
294370,9945
295750,2918
295910,5444
297060,3859
297350,1235
297370,1124
297490,14555
297590,3148
298790,373
301220,64
253470,20690
302650,5694
303550,3126
305380,10737
310510,94513
313130,13200
314540,65
316480,2605
319140,1569
319450,12245
319560,8646
241990,33415
320150,12924
320520,6903
321110,19300
321920,10409
322210,8443
330110,136
331980,7818
332330,858
332620,4449
333490,8722
276810,263984
335560,4815
338320,26991
339400,16102
341020,2098
341120,14398
341870,3773
342650,5848
344300,5207
345080,6966
345090,9908
346780,3470
350740,8551
352900,6424
310810,4724
355050,6189
355630,586
352620,4866
356890,4933
234920,19078
359900,18413
360620,1569
361830,2786
361990,16296
362940,181
366210,4744
368830,5941
369070,1690
356420,5752
371200,34187
371450,4803
378080,5283
382090,224
387290,49493
393950,7589
395170,7485
395570,5439
405000,741
412520,5132
415030,8740
418360,1624
337480,1773
423270,679
423620,9857
443420,5076
444270,1806
445600,1038
449690,3015
310060,55572
39800,289256
269370,15530
310790,43796
358830,1643
421040,82964
249380,94069
282030,14593
265330,8248
351840,2256
366530,2059
385260,771
378480,171
393930,3775
405980,6932
314240,14389
444620,304
490230,319
12530,3864
12580,2559
12570,48
12600,533
12540,508
12590,7472
10660,380
12670,1
33770,10839
49810,2972
91800,4133
200190,3182
12790,15625
18450,1761
18460,1681
18420,8107
12560,1053
33780,55
12520,24737
33730,19205
12690,5431
33790,364
233510,13348
233530,19301
237590,20057
242630,0
247350,20428
253310,115
253570,10518
215630,45200
260650,1653
217100,31383
261960,1150
263960,8033
264560,10931
265240,1114
265790,8794
268320,13114
272040,10587
277470,19110
277510,11777
281350,802
283020,22954
288880,15068
289400,7559
293760,223966
294060,447
297100,5457
299110,673
299440,9026
299640,1243
302260,83
302320,2168
303840,6086
303870,92
305390,1789
310070,14566
310970,798
318440,684
318570,6599
315130,159
319830,3871
324120,612
325320,5497
325470,7889
328450,138
330450,3497
335000,6420
335210,25
338030,28
338710,9360
340280,7473
340800,14873
341640,9
341930,436
348180,3911
359190,577
361360,1567
362740,181
365280,3704
375170,3082
375420,4499
385360,3868
399420,22
408920,1820
414080,9489
415960,7466
418310,5384
423760,7560
448070,9675
451830,4697
463710,4029
295770,11918
271500,4364
283660,15275
304500,10887
311400,2199
326990,775
333650,200
381940,1598
446770,1277
300360,11190
336280,14214
339470,22294
340550,737
341780,8338
326720,2771
10110,3689
310560,546484
337180,1487
494740,7481
501970,716
227920,8169
291930,3057
299250,4428
403980,205
232890,153729
414130,1890
470600,1046
13640,16621
391780,876
402570,50971
18470,2227
25010,19368
40720,6349
254960,27470
254980,7573
328730,16166
373970,17060
367910,1319
367930,775
367950,658
410320,138245
411830,71132
337280,939
439910,7269
467460,2052
98510,15393
246400,14137
248350,24664
248450,13290
254590,6007
266170,25542
344230,13046
500360,112
269170,3751
388340,3839
211280,9271
262550,9769
312920,96728
19020,1885
371970,22885
32340,4349
407060,4696
327140,12851
386690,6584
448280,26047
458890,102
283920,2524
284000,365
294650,1570
294660,8350
294680,831
294690,771
294700,512
294710,472
294720,35403
283940,9966
284020,2181
294540,1800
294550,1159
294570,855
294580,598
270850,159558
1002,894
6350,22371
201830,88023
116120,2850
23400,46133
245410,10431
245430,6378
264260,1156
280540,2419
200150,2978
320840,10212
266290,3893
284290,2161
330570,3045
351820,29
372960,6
393920,784
19000,24153
358480,10211
44310,146817
221680,1296157
8330,340
343270,13100
384300,7770
412770,1423
6210,8226
38210,828
57800,7633
58230,19228
46260,44889
212700,21152
270090,20159
286140,1736
328920,144
356880,2240
375620,17026
379290,20407
357470,2089
482730,0
482750,0
218090,66046
211900,15054
94304,0
252710,5448
253390,2937
253690,10015
260160,19026
237760,10556
265670,8176
269890,19870
270810,3330
271360,4727
274010,842
278890,7470
236130,19944
279260,10993
279740,173
284790,20881
284810,23087
286750,96
290490,769
291710,9491
291910,16097
294730,30
296730,4534
297740,5877
299020,0
302310,11526
316660,5006
324470,3819
327220,10562
328270,10346
328460,32
328990,26
334470,0
336610,11489
339190,7717
339240,107
342520,90
342740,3813
343780,28972
345060,6877
349550,4114
351240,4944
325060,1132
353560,16070
354040,6041
358650,4374
360040,3863
370300,28664
378830,5514
385150,7431
397440,273
288260,3208
415350,7915
418120,20612
428250,0
428270,318
428280,255
440730,2244
444420,137
448250,8080
498570,142
209370,68154
239700,53336
316180,11859
255010,4610
302240,650
277680,11598
486820,15527
37600,9605
73060,8188
253790,10305
259470,17752
263340,2136
282400,83269
292160,5977
359350,486
47540,126887
321800,47969
510660,12581
326150,16254
280360,14438
327950,5084
350070,3661
359400,1830
393200,1994
450500,278
473640,17036
351900,914
45720,8662
57680,18090
329280,729
275610,17905
326670,42095
438490,77908
460870,56718
458710,19967
292200,5226
357200,8794
259700,5004
296070,28371
391720,33726
338390,41373
12370,42389
12380,3126
2900,6978
2910,17176
2920,4775
6300,21296
7800,11359
13000,2236
15000,5007
13510,32115
13620,5408
13630,5055
15300,41238
20710,5694
27400,3595
21760,51133
21910,137675
9860,66328
11370,4185
38430,9524
38220,36168
38460,4240
6010,17047
6040,8368
32310,3600
10170,41016
38480,1895
38490,1298
41600,2030
31890,1613
3260,5190
11190,17658
11040,7558
11140,8630
11150,6543
11180,2413
9800,15387
34410,10377
12190,0
32460,68026
4520,6374
4530,5677
9400,22892
24170,68752
8310,1462
8320,624
8340,14962
8350,10446
8360,6173
8370,4890
8380,3376
40990,45524
42730,7871
34220,703461
99830,245472
92400,783
7220,13314
58560,9421
58570,6640
49330,19795
18070,28441
46560,80550
10240,1679
39190,92002
39200,108916
71270,2719913
205840,8035
206740,5501
212050,16379
212410,19138
227000,23786
229890,10742
233370,18661
233680,38677
250280,7842
253230,13277
227600,21412
259170,9128
9710,1820
260730,3954
270950,7880
215374,1
302340,166
260270,2203
301740,1183
302110,883
284140,3098
333430,391
336060,2018
351050,81311
353700,4105
357320,178
358090,25683
381780,16170
310490,1754
390720,1090
395850,3977
397550,45278
245370,18419
303790,11745
313010,41133
231990,15849
426750,3902
427820,7945
350090,185
457550,9244
90200,160655
